"","Banks$Tone"
"3963",NA
"3964",-1
"3965",NA
"3966",1
"3967",NA
"3968",NA
"3969",NA
"3970",NA
"3971",0.333333333333333
"3972",-1
"3973",NA
"3974",NA
"3975",NA
"3976",NA
"3977",NA
"3978",1
"3979",NA
"3980",NA
"3981",-1
"3982",NA
"3983",NA
"3984",1
"3985",NA
"3986",NA
"3987",NA
"3988",NA
"3989",NA
"3990",NA
"3991",NA
"3992",NA
"3993",NA
"3994",NA
"3995",NA
"3996",NA
"3997",NA
"3998",NA
"3999",-0.6
"4000",NA
"4001",NA
"4002",NA
"4003",NA
"4004",0
"4005",NA
"4006",NA
"4007",NA
"4008",NA
"4009",NA
"4010",NA
"4011",NA
"4012",NA
"4013",NA
"4014",-1
"4015",-1
"4016",-0.5
"4017",NA
"4018",-1
"4019",-1
"4020",NA
"4021",-0.333333333333333
"4022",-1
"4023",1
"4024",1
"4025",NA
"4026",-1
"4027",0
"4028",0
"4029",NA
"4030",-1
"4031",NA
"4032",1
"4033",NA
"4034",NA
"4035",NA
"4036",1
"4037",1
"4038",NA
"4039",NA
"4040",NA
"4041",NA
"4042",NA
"4043",-1
"4044",NA
"4045",NA
"4046",1
"4047",NA
"4048",NA
"4049",NA
"4050",NA
"4051",1
"4052",NA
"4053",NA
"4054",NA
"4055",NA
"4056",NA
"4057",0.333333333333333
"4058",NA
"4059",NA
"4060",NA
"4061",NA
"4062",NA
"4063",NA
"4064",NA
"4065",NA
"4066",-0.333333333333333
"4067",-0.333333333333333
"4068",-1
"4069",NA
"4070",1
"4071",NA
"4072",NA
"4073",NA
"4074",NA
"4075",NA
"4076",NA
"4077",NA
"4078",NA
"4079",NA
"4080",NA
"4081",NA
"4082",NA
"4083",NA
"4084",NA
"4085",NA
"4086",NA
"4087",NA
"4088",NA
"4089",NA
"4090",1
"4091",NA
"4092",NA
"4093",NA
"4094",NA
"4095",NA
"4096",NA
"4097",NA
"4098",NA
"4099",NA
"4100",NA
"4101",NA
"4102",NA
"4103",NA
"4104",NA
"4105",NA
"4106",NA
"4107",NA
"4108",NA
"4109",NA
"4110",NA
"4111",NA
"4112",NA
"4113",NA
"4114",NA
"4115",NA
"4116",NA
"4117",NA
"4118",NA
"4119",NA
"4120",NA
"4121",NA
"4122",NA
"4123",NA
"4124",NA
"4125",NA
"4126",1
"4127",NA
"4128",NA
"4129",NA
"4130",NA
"4131",NA
"4132",NA
"4133",NA
"4134",NA
"4135",NA
"4136",NA
"4137",NA
"4138",NA
"4139",NA
"4140",NA
"4141",NA
"4142",NA
"4143",NA
"4144",NA
"4145",NA
"4146",NA
"4147",NA
"4148",NA
"4149",NA
"4150",NA
"4151",NA
"4152",NA
"4153",1
"4154",NA
"4155",NA
"4156",NA
"4157",NA
"4158",NA
"4159",NA
"4160",NA
"4161",NA
"4162",NA
"4163",NA
"4164",NA
"4165",NA
"4166",NA
"4167",NA
"4168",NA
"4169",NA
"4170",NA
"4171",0
"4172",-0.333333333333333
"4173",1
"4174",NA
"4175",-1
"4176",NA
"4177",NA
"4178",-1
"4179",NA
"4180",0.428571428571429
"4181",NA
"4182",NA
"4183",1
"4184",NA
"4185",NA
"4186",NA
"4187",NA
"4188",NA
"4189",1
"4190",NA
"4191",NA
"4192",NA
"4193",1
"4194",NA
"4195",NA
"4196",NA
"4197",NA
"4198",NA
"4199",0.2
"4200",NA
"4201",NA
"4202",NA
"4203",NA
"4204",-1
"4205",0
"4206",0
"4207",NA
"4208",NA
"4209",1
"4210",NA
"4211",NA
"4212",NA
"4213",NA
"4214",NA
"4215",NA
"4216",NA
"4217",1
"4218",1
"4219",NA
"4220",NA
"4221",NA
"4222",NA
"4223",NA
"4224",NA
"4225",NA
"4226",1
"4227",NA
"4228",NA
"4229",NA
"4230",NA
"4231",-1
"4232",NA
"4233",1
"4234",NA
"4235",NA
"4236",1
"4237",NA
"4238",0
"4239",-0.538461538461538
"4240",0.333333333333333
"4241",NA
"4242",NA
"4243",-1
"4244",NA
"4245",NA
"4246",NA
"4247",NA
"4248",NA
"4249",NA
"4250",NA
"4251",NA
"4252",NA
"4253",NA
"4254",1
"4255",NA
"4256",1
"4257",1
"4258",NA
"4259",NA
"4260",1
"4261",-1
"4262",NA
"4263",NA
"4264",NA
"4265",NA
"4266",-1
"4267",NA
"4268",NA
"4269",NA
"4270",-1
"4271",1
"4272",1
"4273",1
"4274",NA
"4275",-1
"4276",NA
"4277",NA
"4278",NA
"4279",NA
"4280",NA
"4281",1
"4282",NA
"4283",NA
"4284",NA
"4285",NA
"4286",NA
"4287",NA
"4288",NA
"4289",-1
"4290",-1
"4291",NA
"4292",NA
"4293",NA
"4294",-0.333333333333333
"4295",NA
"4296",NA
"4297",NA
"4298",NA
"4299",-0.6
"4300",NA
"4301",NA
"4302",NA
"4303",NA
"4304",NA
"4305",NA
"4306",NA
"4307",NA
"4308",NA
"4309",-1
"4310",NA
"4311",NA
"4312",NA
"4313",NA
"4314",-1
"4315",NA
"4316",-1
"4317",-1
"4318",NA
"4319",1
"4320",-1
"4321",1
"4322",1
"4323",-1
"4324",1
"4325",NA
"4326",NA
"4327",1
"4328",1
"4329",NA
"4330",1
"4331",0.2
"4332",NA
"4333",NA
"4334",NA
"4335",1
"4336",1
"4337",NA
"4338",NA
"4339",1
"4340",0.333333333333333
"4341",NA
"4342",-1
"4343",-1
"4344",-1
"4345",NA
"4346",NA
"4347",NA
"4348",NA
"4349",-1
"4350",NA
"4351",NA
"4352",NA
"4353",NA
"4354",1
"4355",NA
"4356",0.333333333333333
"4357",1
"4358",-0.333333333333333
"4359",NA
"4360",NA
"4361",NA
"4362",1
"4363",-1
"4364",NA
"4365",NA
"4366",NA
"4367",0.333333333333333
"4368",NA
"4369",1
"4370",1
"4371",NA
"4372",NA
"4373",1
"4374",1
"4375",NA
"4376",-1
"4377",-1
"4378",1
"4379",-0.333333333333333
"4380",1
"4381",-1
"4382",NA
"4383",NA
"4384",1
"4385",1
"4386",1
"4387",1
"4388",NA
"4389",NA
"4390",NA
"4391",NA
"4392",NA
"4393",NA
"4394",NA
"4395",NA
"4396",NA
"4397",NA
"4398",NA
"4399",NA
"4400",-0.571428571428571
"4401",NA
"4402",NA
"4403",1
"4404",0
"4405",NA
"4406",-0.5
"4407",-1
"4408",-1
"4409",-1
"4410",-1
"4411",-0.333333333333333
"4412",NA
"4413",NA
"4414",NA
"4415",0
"4416",-0.5
"4417",-1
"4418",0
"4419",-1
"4420",1
"4421",1
"4422",1
"4423",1
"4424",NA
"4425",NA
"4426",1
"4427",0
"4428",NA
"4429",1
"4430",NA
"4431",1
"4432",1
"4433",1
"4434",NA
"4435",NA
"4436",NA
"4437",1
"4438",NA
"4439",NA
"4440",NA
"4441",NA
"4442",NA
"4443",1
"4444",NA
"4445",NA
"4446",NA
"4447",NA
"4448",NA
"4449",NA
"4450",NA
"4451",NA
"4452",NA
"4453",1
"4454",NA
"4455",NA
"4456",1
"4457",1
"4458",1
"4459",0.5
"4460",NA
"4461",1
"4462",NA
"4463",NA
"4464",NA
"4465",1
"4466",1
"4467",0
"4468",NA
"4469",NA
"4470",1
"4471",1
"4472",1
"4473",NA
"4474",NA
"4475",NA
"4476",NA
"4477",-0.333333333333333
"4478",NA
"4479",NA
"4480",NA
"4481",1
"4482",NA
"4483",NA
"4484",NA
"4485",NA
"4486",NA
"4487",NA
"4488",NA
"4489",NA
"4490",NA
"4491",NA
"4492",NA
"4493",NA
"4494",NA
"4495",-1
"4496",-1
"4497",-1
"4498",NA
"4499",NA
"4500",NA
"4501",NA
"4502",0
"4503",NA
"4504",NA
"4505",NA
"4506",1
"4507",NA
"4508",NA
"4509",1
"4510",1
"4511",1
"4512",1
"4513",1
"4514",1
"4515",1
"4516",NA
"4517",1
"4518",NA
"4519",1
"4520",NA
"4521",NA
"4522",1
"4523",1
"4524",1
"4525",NA
"4526",NA
"4527",1
"4528",NA
"4529",1
"4530",1
"4531",1
"4532",NA
"4533",1
"4534",NA
"4535",1
"4536",NA
"4537",NA
"4538",NA
"4539",1
"4540",-1
"4541",0.333333333333333
"4542",NA
"4543",NA
"4544",1
"4545",0
"4546",NA
"4547",NA
"4548",1
"4549",NA
"4550",1
"4551",NA
"4552",1
"4553",NA
"4554",0.333333333333333
"4555",NA
"4556",NA
"4557",NA
"4558",NA
"4559",NA
"4560",NA
"4561",NA
"4562",NA
"4563",1
"4564",1
"4565",1
"4566",0.2
"4567",0.2
"4568",1
"4569",1
"4570",NA
"4571",NA
"4572",1
"4573",1
"4574",1
"4575",NA
"4576",0.6
"4577",NA
"4578",NA
"4579",-1
"4580",1
"4581",NA
"4582",0.5
"4583",1
"4584",NA
"4585",1
"4586",0
"4587",NA
"4588",0.5
"4589",-1
"4590",NA
"4591",NA
"4592",-1
"4593",NA
"4594",NA
"4595",1
"4596",1
"4597",NA
"4598",1
"4599",NA
"4600",1
"4601",1
"4602",NA
"4603",1
"4604",1
"4605",1
"4606",1
"4607",1
"4608",NA
"4609",1
"4610",NA
"4611",NA
"4612",-1
"4613",NA
"4614",NA
"4615",1
"4616",1
"4617",NA
"4618",NA
"4619",1
"4620",1
"4621",NA
"4622",1
"4623",NA
"4624",1
"4625",1
"4626",1
"4627",NA
"4628",1
"4629",1
"4630",1
"4631",0
"4632",0
"4633",1
"4634",NA
"4635",NA
"4636",1
"4637",1
"4638",1
"4639",-1
"4640",NA
"4641",1
"4642",NA
"4643",-1
"4644",1
"4645",NA
"4646",NA
"4647",NA
"4648",1
"4649",NA
"4650",-1
"4651",NA
"4652",NA
"4653",NA
"4654",NA
"4655",NA
"4656",-1
"4657",1
"4658",1
"4659",1
"4660",NA
"4661",1
"4662",NA
"4663",1
"4664",NA
"4665",NA
"4666",-1
"4667",1
"4668",NA
"4669",-0.333333333333333
"4670",1
"4671",1
"4672",1
"4673",1
"4674",1
"4675",1
"4676",1
"4677",NA
"4678",1
"4679",1
"4680",0.333333333333333
"4681",NA
"4682",NA
"4683",NA
"4684",NA
"4685",-1
"4686",NA
"4687",NA
"4688",-1
"4689",1
"4690",NA
"4691",NA
"4692",NA
"4693",NA
"4694",NA
"4695",NA
"4696",NA
"4697",NA
"4698",NA
"4699",NA
"4700",1
"4701",NA
"4702",NA
"4703",NA
"4704",NA
"4705",1
"4706",NA
"4707",NA
"4708",NA
"4709",NA
"4710",NA
"4711",NA
"4712",NA
"4713",NA
"4714",NA
"4715",NA
"4716",NA
"4717",NA
"4718",1
"4719",1
"4720",NA
"4721",NA
"4722",1
"4723",NA
"4724",1
"4725",-1
"4726",NA
"4727",1
"4728",NA
"4729",1
"4730",1
"4731",1
"4732",NA
"4733",1
"4734",NA
"4735",NA
"4736",NA
"4737",NA
"4738",NA
"4739",NA
"4740",NA
"4741",NA
"4742",1
"4743",NA
"4744",NA
"4745",NA
"4746",NA
"4747",NA
"4748",NA
"4749",NA
"4750",NA
"4751",NA
"4752",NA
"4753",NA
"4754",NA
"4755",1
"4756",1
"4757",1
"4758",NA
"4759",NA
"4760",NA
"4761",NA
"4762",NA
"4763",NA
"4764",1
"4765",1
"4766",1
"4767",NA
"4768",NA
"4769",NA
"4770",NA
"4771",NA
"4772",NA
"4773",NA
"4774",-0.333333333333333
"4775",NA
"4776",NA
"4777",NA
"4778",NA
"4779",NA
"4780",1
"4781",NA
"4782",1
"4783",-1
"4784",NA
"4785",-1
"4786",1
"4787",1
"4788",1
"4789",NA
"4790",NA
"4791",NA
"4792",NA
"4793",NA
"4794",NA
"4795",1
"4796",-0.333333333333333
"4797",1
"4798",NA
"4799",NA
"4800",NA
"4801",NA
"4802",NA
"4803",NA
"4804",NA
"4805",NA
"4806",NA
"4807",NA
"4808",NA
"4809",NA
"4810",NA
"4811",NA
"4812",NA
"4813",NA
"4814",NA
"4815",1
"4816",NA
"4817",NA
"4818",NA
"4819",NA
"4820",NA
"4821",NA
"4822",NA
"4823",NA
"4824",NA
"4825",1
"4826",NA
"4827",NA
"4828",1
"4829",NA
"4830",NA
"4831",NA
"4832",NA
"4833",NA
"4834",NA
"4835",NA
"4836",NA
"4837",NA
"4838",NA
"4839",NA
"4840",NA
"4841",NA
"4842",NA
"4843",NA
"4844",NA
"4845",NA
"4846",NA
"4847",1
"4848",NA
"4849",NA
"4850",NA
"4851",NA
"4852",1
"4853",NA
"4854",NA
"4855",NA
"4856",NA
"4857",NA
"4858",NA
"4859",NA
"4860",NA
"4861",NA
"4862",NA
"4863",1
"4864",1
"4865",NA
"4866",0.5
"4867",1
"4868",NA
"4869",1
"4870",NA
"4871",1
"4872",NA
"4873",NA
"4874",NA
"4875",NA
"4876",NA
"4877",NA
"4878",NA
"4879",NA
"4880",NA
"4881",NA
"4882",NA
"4883",1
"4884",NA
"4885",1
"4886",NA
"4887",NA
"4888",NA
"4889",NA
"4890",NA
"4891",NA
"4892",NA
"4893",NA
"4894",NA
"4895",NA
"4896",NA
"4897",NA
"4898",NA
"4899",NA
"4900",NA
"4901",NA
"4902",NA
"4903",NA
"4904",NA
"4905",NA
"4906",NA
"4907",NA
"4908",NA
"4909",NA
"4910",NA
"4911",NA
"4912",NA
"4913",NA
"4914",NA
"4915",NA
"4916",NA
"4917",-1
"4918",NA
"4919",1
"4920",NA
"4921",0
"4922",1
"4923",NA
"4924",NA
"4925",1
"4926",NA
"4927",NA
"4928",NA
"4929",NA
"4930",NA
"4931",NA
"4932",NA
"4933",NA
"4934",NA
"4935",NA
"4936",NA
"4937",NA
"4938",1
"4939",NA
"4940",NA
"4941",NA
"4942",1
"4943",NA
"4944",1
"4945",NA
"4946",NA
"4947",NA
"4948",NA
"4949",NA
"4950",NA
"4951",NA
"4952",NA
"4953",NA
"4954",NA
"4955",NA
"4956",1
"4957",NA
"4958",NA
"4959",NA
"4960",1
"4961",1
"4962",NA
"4963",NA
"4964",NA
"4965",NA
"4966",NA
"4967",NA
"4968",NA
"4969",1
"4970",NA
"4971",1
"4972",NA
"4973",NA
"4974",NA
"4975",NA
"4976",NA
"4977",NA
"4978",NA
"4979",NA
"4980",NA
"4981",NA
"4982",NA
"4983",NA
"4984",NA
"4985",NA
"4986",1
"4987",NA
"4988",NA
"4989",NA
"4990",NA
"4991",NA
"4992",NA
"4993",NA
"4994",NA
"4995",NA
"4996",NA
"4997",NA
"4998",NA
"4999",NA
"5000",NA
"5001",NA
"5002",NA
"5003",NA
"5004",NA
"5005",NA
"5006",NA
"5007",NA
"5008",NA
"5009",NA
"5010",NA
"5011",1
"5012",NA
"5013",NA
"5014",NA
"5015",NA
"5016",NA
"5017",NA
"5018",1
"5019",NA
"5020",NA
"5021",NA
"5022",NA
"5023",NA
"5024",NA
"5025",NA
"5026",NA
"5027",NA
"5028",NA
"5029",NA
"5030",NA
"5031",NA
"5032",NA
"5033",NA
"5034",NA
"5035",NA
"5036",NA
"5037",NA
"5038",NA
"5039",NA
"5040",NA
"5041",NA
"5042",NA
"5043",1
"5044",NA
"5045",NA
"5046",NA
"5047",NA
"5048",NA
"5049",NA
"5050",1
"5051",-1
"5052",NA
"5053",NA
"5054",NA
"5055",NA
"5056",NA
"5057",NA
"5058",NA
"5059",NA
"5060",NA
"5061",-1
"5062",NA
"5063",NA
"5064",NA
"5065",NA
"5066",NA
"5067",NA
"5068",1
"5069",NA
"5070",NA
"5071",NA
"5072",NA
"5073",NA
"5074",NA
"5075",NA
"5076",NA
"5077",NA
"5078",NA
"5079",NA
"5080",NA
"5081",NA
"5082",NA
"5083",NA
"5084",NA
"5085",1
"5086",NA
"5087",NA
"5088",NA
"5089",NA
"5090",NA
"5091",0
"5092",NA
"5093",NA
"5094",NA
"5095",-1
"5096",NA
"5097",NA
"5098",NA
"5099",NA
"5100",NA
"5101",NA
"5102",NA
"5103",NA
"5104",NA
"5105",NA
"5106",NA
"5107",-1
"5108",NA
"5109",NA
"5110",NA
"5111",NA
"5112",NA
"5113",-1
"5114",NA
"5115",NA
"5116",NA
"5117",NA
"5118",NA
"5119",NA
"5120",NA
"5121",NA
"5122",NA
"5123",NA
"5124",NA
"5125",NA
"5126",0.333333333333333
"5127",NA
"5128",NA
"5129",NA
"5130",NA
"5131",NA
"5132",NA
"5133",NA
"5134",1
"5135",0
"5136",1
"5137",NA
"5138",0.333333333333333
"5139",-0.333333333333333
"5140",NA
"5141",1
"5142",1
"5143",NA
"5144",NA
"5145",NA
"5146",0.333333333333333
"5147",1
"5148",NA
"5149",1
"5150",NA
"5151",-1
"5152",-1
"5153",-1
"5154",NA
"5155",-1
"5156",NA
"5157",1
"5158",NA
"5159",-0.5
"5160",-1
"5161",NA
"5162",NA
"5163",NA
"5164",NA
"5165",NA
"5166",-1
"5167",1
"5168",NA
"5169",NA
"5170",NA
"5171",NA
"5172",NA
"5173",NA
"5174",NA
"5175",NA
"5176",NA
"5177",0
"5178",NA
"5179",NA
"5180",-0.111111111111111
"5181",NA
"5182",1
"5183",NA
"5184",1
"5185",1
"5186",1
"5187",1
"5188",1
"5189",NA
"5190",NA
"5191",NA
"5192",NA
"5193",NA
"5194",NA
"5195",1
"5196",1
"5197",0
"5198",NA
"5199",NA
"5200",1
"5201",1
"5202",-1
"5203",-1
"5204",1
"5205",-1
"5206",0
"5207",1
"5208",1
"5209",-1
"5210",-1
"5211",NA
"5212",-1
"5213",-1
"5214",-1
"5215",-0.6
"5216",-1
"5217",-1
"5218",NA
"5219",NA
"5220",1
"5221",NA
"5222",NA
"5223",-1
"5224",-1
"5225",-1
"5226",0
"5227",NA
"5228",NA
"5229",-1
"5230",NA
"5231",NA
"5232",NA
"5233",NA
"5234",NA
"5235",NA
"5236",1
"5237",1
"5238",1
"5239",1
"5240",-1
"5241",0
"5242",0
"5243",1
"5244",1
"5245",NA
"5246",1
"5247",NA
"5248",1
"5249",-1
"5250",1
"5251",0.333333333333333
"5252",NA
"5253",-1
"5254",NA
"5255",NA
"5256",NA
"5257",NA
"5258",NA
"5259",NA
"5260",NA
"5261",NA
"5262",1
"5263",NA
"5264",NA
"5265",-1
"5266",NA
"5267",NA
"5268",NA
"5269",-0.0909090909090909
"5270",-1
"5271",NA
"5272",-1
"5273",-1
"5274",-1
"5275",-0.333333333333333
"5276",NA
"5277",0
"5278",NA
"5279",NA
"5280",-1
"5281",NA
"5282",-1
"5283",NA
"5284",NA
"5285",-0.166666666666667
"5286",NA
"5287",NA
"5288",-0.0909090909090909
"5289",NA
"5290",NA
"5291",0.5
"5292",-1
"5293",NA
"5294",1
"5295",NA
"5296",NA
"5297",NA
"5298",NA
"5299",NA
"5300",NA
"5301",0
"5302",NA
"5303",NA
"5304",NA
"5305",-1
"5306",NA
"5307",-0.5
"5308",0
"5309",-0.333333333333333
"5310",-0.333333333333333
"5311",-0.333333333333333
"5312",-0.6
"5313",0
"5314",NA
"5315",NA
"5316",1
"5317",-1
"5318",1
"5319",NA
"5320",1
"5321",0.6
"5322",1
"5323",NA
"5324",0
"5325",1
"5326",NA
"5327",NA
"5328",-0.333333333333333
"5329",NA
"5330",1
"5331",0
"5332",NA
"5333",1
"5334",NA
"5335",NA
"5336",0.5
"5337",0.333333333333333
"5338",NA
"5339",NA
"5340",NA
"5341",0
"5342",NA
"5343",0.333333333333333
"5344",NA
"5345",-0.619047619047619
"5346",NA
"5347",NA
"5348",NA
"5349",NA
"5350",NA
"5351",0.333333333333333
"5352",NA
"5353",0.5
"5354",NA
"5355",1
"5356",NA
"5357",NA
"5358",NA
"5359",NA
"5360",NA
"5361",NA
"5362",NA
"5363",NA
"5364",NA
"5365",-1
"5366",NA
"5367",NA
"5368",NA
"5369",NA
"5370",NA
"5371",NA
"5372",1
"5373",NA
"5374",NA
"5375",NA
"5376",NA
"5377",NA
"5378",NA
"5379",NA
"5380",NA
"5381",NA
"5382",NA
"5383",NA
"5384",0
"5385",NA
"5386",NA
"5387",NA
"5388",NA
"5389",-0.333333333333333
"5390",-1
"5391",NA
"5392",NA
"5393",-0.555555555555556
"5394",-0.75
"5395",NA
"5396",NA
"5397",NA
"5398",NA
"5399",NA
"5400",NA
"5401",0
"5402",0.142857142857143
"5403",NA
"5404",NA
"5405",NA
"5406",NA
"5407",NA
"5408",NA
"5409",-0.125
"5410",0.777777777777778
"5411",0.5
"5412",-1
"5413",NA
"5414",NA
"5415",NA
"5416",NA
"5417",-0.333333333333333
"5418",NA
"5419",-1
"5420",1
"5421",NA
"5422",-1
"5423",1
"5424",NA
"5425",0
"5426",NA
"5427",NA
"5428",1
"5429",NA
"5430",NA
"5431",NA
"5432",-0.6
"5433",-0.333333333333333
"5434",1
"5435",NA
"5436",1
"5437",NA
"5438",NA
"5439",NA
"5440",-1
"5441",NA
"5442",NA
"5443",NA
"5444",NA
"5445",NA
"5446",NA
"5447",NA
"5448",NA
"5449",NA
"5450",NA
"5451",NA
"5452",NA
"5453",NA
"5454",NA
"5455",NA
"5456",NA
"5457",NA
"5458",NA
"5459",-1
"5460",NA
"5461",NA
"5462",NA
"5463",NA
"5464",-1
"5465",1
"5466",NA
"5467",0.5
"5468",NA
"5469",-1
"5470",-1
"5471",NA
"5472",NA
"5473",NA
"5474",NA
"5475",NA
"5476",NA
"5477",NA
"5478",1
"5479",NA
"5480",NA
"5481",NA
"5482",NA
"5483",-1
"5484",-1
"5485",-1
"5486",NA
"5487",NA
"5488",0
"5489",NA
"5490",-1
"5491",NA
"5492",NA
"5493",NA
"5494",NA
"5495",NA
"5496",NA
"5497",NA
"5498",-1
"5499",NA
"5500",NA
"5501",NA
"5502",NA
"5503",NA
"5504",NA
"5505",NA
"5506",-0.333333333333333
"5507",NA
"5508",NA
"5509",NA
"5510",1
"5511",NA
"5512",NA
"5513",-1
"5514",-1
"5515",-1
"5516",-1
"5517",0
"5518",NA
"5519",NA
"5520",NA
"5521",NA
"5522",NA
"5523",NA
"5524",1
"5525",-1
"5526",1
"5527",1
"5528",NA
"5529",-0.333333333333333
"5530",-1
"5531",0
"5532",NA
"5533",1
"5534",-0.333333333333333
"5535",0
"5536",-1
"5537",-1
"5538",NA
"5539",-1
"5540",1
"5541",NA
"5542",1
"5543",NA
"5544",NA
"5545",1
"5546",-1
"5547",NA
"5548",NA
"5549",NA
"5550",-1
"5551",NA
"5552",1
"5553",NA
"5554",1
"5555",-1
"5556",NA
"5557",NA
"5558",NA
"5559",NA
"5560",-1
"5561",NA
"5562",NA
"5563",NA
"5564",NA
"5565",NA
"5566",NA
"5567",-1
"5568",NA
"5569",-1
"5570",NA
"5571",NA
"5572",NA
"5573",NA
"5574",NA
"5575",NA
"5576",NA
"5577",NA
"5578",1
"5579",-1
"5580",1
"5581",-1
"5582",NA
"5583",NA
"5584",NA
"5585",1
"5586",NA
"5587",0
"5588",NA
"5589",1
"5590",NA
"5591",NA
"5592",NA
"5593",NA
"5594",0
"5595",NA
"5596",NA
"5597",-1
"5598",0
"5599",-1
"5600",-0.333333333333333
"5601",NA
"5602",NA
"5603",NA
"5604",-1
"5605",-1
"5606",NA
"5607",NA
"5608",NA
"5609",NA
"5610",NA
"5611",1
"5612",1
"5613",0.2
"5614",NA
"5615",NA
"5616",NA
"5617",NA
"5618",1
"5619",NA
"5620",NA
"5621",NA
"5622",1
"5623",NA
"5624",-1
"5625",1
"5626",-1
"5627",NA
"5628",NA
"5629",NA
"5630",NA
"5631",1
"5632",1
"5633",-1
"5634",NA
"5635",-0.5
"5636",NA
"5637",1
"5638",-1
"5639",NA
"5640",NA
"5641",-1
"5642",-0.333333333333333
"5643",-1
"5644",NA
"5645",NA
"5646",NA
"5647",-1
"5648",1
"5649",-1
"5650",NA
"5651",NA
"5652",NA
"5653",NA
"5654",NA
"5655",-0.333333333333333
"5656",1
"5657",1
"5658",NA
"5659",NA
"5660",NA
"5661",-1
"5662",NA
"5663",NA
"5664",0
"5665",-1
"5666",NA
"5667",NA
"5668",NA
"5669",NA
"5670",NA
"5671",-0.5
"5672",NA
"5673",-1
"5674",-1
"5675",-0.5
"5676",1
"5677",1
"5678",NA
"5679",NA
"5680",NA
"5681",NA
"5682",NA
"5683",NA
"5684",NA
"5685",NA
"5686",NA
"5687",NA
"5688",NA
"5689",NA
"5690",NA
"5691",NA
"5692",NA
"5693",NA
"5694",NA
"5695",-1
"5696",NA
"5697",NA
"5698",NA
"5699",NA
"5700",NA
"5701",NA
"5702",NA
"5703",NA
"5704",NA
"5705",NA
"5706",NA
"5707",NA
"5708",NA
"5709",NA
"5710",NA
"5711",NA
"5712",NA
"5713",1
"5714",NA
"5715",NA
"5716",NA
"5717",NA
"5718",NA
"5719",NA
"5720",NA
"5721",NA
"5722",NA
"5723",NA
"5724",NA
"5725",NA
"5726",NA
"5727",NA
"5728",1
"5729",NA
"5730",1
"5731",NA
"5732",NA
"5733",NA
"5734",NA
"5735",NA
"5736",NA
"5737",NA
"5738",NA
"5739",NA
"5740",NA
"5741",NA
"5742",NA
"5743",NA
"5744",NA
"5745",NA
"5746",0
"5747",NA
"5748",NA
"5749",NA
"5750",NA
"5751",-1
"5752",NA
"5753",NA
"5754",1
"5755",1
"5756",NA
"5757",NA
"5758",NA
"5759",NA
"5760",NA
"5761",NA
"5762",NA
"5763",NA
"5764",NA
"5765",NA
"5766",NA
"5767",NA
"5768",NA
"5769",1
"5770",NA
"5771",NA
"5772",NA
"5773",NA
"5774",1
"5775",NA
"5776",NA
"5777",NA
"5778",NA
"5779",NA
"5780",NA
"5781",NA
"5782",NA
"5783",NA
"5784",1
"5785",NA
"5786",1
"5787",NA
"5788",1
"5789",1
"5790",NA
"5791",NA
"5792",NA
"5793",NA
"5794",NA
"5795",NA
"5796",NA
"5797",NA
"5798",NA
"5799",NA
"5800",NA
"5801",NA
"5802",NA
"5803",NA
"5804",NA
"5805",NA
"5806",NA
"5807",NA
"5808",NA
"5809",NA
"5810",NA
"5811",NA
"5812",-1
"5813",NA
"5814",NA
"5815",1
"5816",NA
"5817",NA
"5818",NA
"5819",1
"5820",1
"5821",NA
"5822",NA
"5823",NA
"5824",NA
"5825",NA
"5826",NA
"5827",NA
"5828",NA
"5829",NA
"5830",NA
"5831",-1
"5832",NA
"5833",-1
"5834",-1
"5835",NA
"5836",0.2
"5837",-0.0909090909090909
"5838",NA
"5839",NA
"5840",-1
"5841",-1
"5842",-1
"5843",-1
"5844",NA
"5845",NA
"5846",NA
"5847",0
"5848",NA
"5849",NA
"5850",1
"5851",0
"5852",-1
"5853",NA
"5854",NA
"5855",-1
"5856",-1
"5857",-1
"5858",NA
"5859",-1
"5860",NA
"5861",NA
"5862",NA
"5863",NA
"5864",NA
"5865",NA
"5866",NA
"5867",1
"5868",NA
"5869",NA
"5870",NA
"5871",NA
"5872",NA
"5873",NA
"5874",NA
"5875",NA
"5876",NA
"5877",NA
"5878",NA
"5879",-1
"5880",NA
"5881",NA
"5882",NA
"5883",NA
"5884",NA
"5885",NA
"5886",NA
"5887",1
"5888",1
"5889",NA
"5890",NA
"5891",NA
"5892",NA
"5893",NA
"5894",NA
"5895",NA
"5896",NA
"5897",-1
"5898",NA
"5899",NA
"5900",NA
"5901",NA
"5902",NA
"5903",NA
"5904",NA
"5905",1
"5906",NA
"5907",NA
"5908",NA
"5909",NA
"5910",1
"5911",1
"5912",1
"5913",NA
"5914",NA
"5915",NA
"5916",NA
"5917",NA
"5918",NA
"5919",NA
"5920",NA
"5921",NA
"5922",NA
"5923",NA
"5924",NA
"5925",NA
"5926",1
"5927",NA
"5928",1
"5929",1
"5930",NA
"5931",NA
"5932",NA
"5933",NA
"5934",NA
"5935",-1
"5936",-1
"5937",NA
"5938",-0.0909090909090909
"5939",NA
"5940",-1
"5941",-1
"5942",NA
"5943",0
"5944",NA
"5945",0
"5946",NA
"5947",-1
"5948",-1
"5949",NA
"5950",-1
"5951",NA
"5952",NA
"5953",NA
"5954",1
"5955",NA
"5956",NA
"5957",NA
"5958",NA
"5959",NA
